Candidato;Palavra;Quantidade;Percentual;Acumulado
Lula;GRUPO;26;0;0
Lula;MAES;18;0;0
Lula;MAIO;26;0;0
Lula;OUTROS;65;0;0
Lula;DECIDIMOS;18;0;0
Lula;LANCAR;6;0;0
Lula;APOIAR;6;0;0
Lula;FORCAS;26;0;0
Lula;REUNEM;7;0;0
Lula;TORNO;12;0;0
Lula;INCONDICIONAL;3;0;0
Lula;NATALIA;2;0;0
Lula;PIMENTA;23;0;0
Lula;PCO;3;0;0
Lula;RECEBIA;2;0;0
Lula;PERSONALIDADE;1;0;0
Lula;OFERECIDO;1;0;0
Lula;CAMARA;44;0;0
Lula;PORTUGUESA;3;0;0
Lula;HOMENAGEADO;5;0;0
Lula;FRANCESA;4;0;0
Lula;RECONHECIMENTO;22;0;0
Lula;COOPERACAO;8;0;0
Lula;PAISESFOTOS;1;0;0
Lula;VAGAS;23;0;0
Lula;OFERTA;2;0;0
Lula;ENSINO;63;0;0
Lula;SUPERIOR;42;0;0
Lula;SERGIPE;42;0;0
Lula;CHEGOU;79;0;0
Lula;PRESIDENCIA;211;0;0
Lula;DEBATE;82;0;0
Lula;SBT;8;0;0
Lula;IMPEDIDO;23;0;0
Lula;VOTAR;130;0;0
Lula;AMANHA;86;0;0
Lula;PUDESSE;26;0;0
Lula;ESTARIA;13;0;0
Lula;BERNARDO;94;0;0
Lula;COLINHA;1;0;0
Lula;EDUARDO;36;0;0
Lula;SUPLICY;20;0;0
Lula;JILMAR;4;0;0
Lula;TATTO;8;0;0
Lula;DEPUTADO;55;0;0
Lula;ESTADUAL;16;0;0
Lula;REVELAM;2;0;0
Lula;DONO;39;0;0
Lula;TRIPLEX;51;0;0
Lula;REUNIU;18;0;0
Lula;LIVROS;16;0;0
Lula;TESES;1;0;0
Lula;GOVERNOS;86;0;0
Lula;BIBLIOTECA;1;0;0
Lula;PRETENDE;5;0;0
Lula;RESGATAR;18;0;0
Lula;REUNINDO;1;0;0
Lula;VASTO;1;0;0
Lula;CIENTIFICO;3;0;0
Lula;DISPONIVEL;6;0;0
Lula;DIRETAS;15;0;0
Lula;ESCOLHE;6;0;0
Lula;POVOFOTO;1;0;0
Lula;REUNIDA;4;0;0
Lula;FRENTE;94;0;0
Lula;APRENDEREM;3;0;0
Lula;RESPEITAR;26;0;0
Lula;CERTEZA;79;0;0
Lula;GANHO;5;0;0
Lula;ELEICOES;169;0;0
Lula;LARGO;10;0;0
Lula;ALFREDO;1;0;0
Lula;WESTPHALEN;1;0;0
Lula;PALMEIRA;8;0;0
Lula;MISSOES;9;0;0
Lula;LOTADO;7;0;0
Lula;RECEBER;62;0;0
Lula;RAIMUNDO;4;0;0
Lula;PIMENTEL;19;0;0
Lula;ARARIPINA;2;0;0
Lula;SENTIU;3;0;0
Lula;PELE;8;0;0
Lula;ARIDEZ;1;0;0
Lula;LEIA;92;0;0
Lula;ACEITAVEL;1;0;0
Lula;SILENCIO;8;0;0
Lula;INSTITUICOES;34;0;0
Lula;PESCOCO;11;0;0
Lula;ESTICADO;1;0;0
Lula;VCS;67;0;0
Lula;PREJUDICAR;13;0;0
Lula;CRIEM;2;0;0
Lula;PREJUDIQUEM;1;0;0
Lula;VOTASSEM;3;0;0
Lula;PLEBISCITO;6;0;0
Lula;VOTEI;2;0;0
Lula;SALVADOR;43;0;0
Lula;TENTARAM;24;0;0
Lula;ESCONDER;8;0;0
Lula;GRAVES;8;0;0
Lula;REVELACOES;7;0;0
Lula;LAVA;170;0;0
Lula;JATO;167;0;0
Lula;ESCONDEU;1;0;0
Lula;PROVAS;123;0;0
Lula;INOCENCIA;85;0;0
Lula;AJUDAR;46;0;0
Lula;TENTARAO;1;0;0
Lula;BARULHO;1;0;0
Lula;FARSA;18;0;0
Lula;INDETERMINADOS;14;0;0
Lula;HUMANIDADE;13;0;0
Lula;RICO;55;0;0
Lula;DESENVOLVIDO;7;0;0
Lula;BOA;53;0;0
Lula;QUALIDADE;46;0;0
Lula;IMPOSSIVEL;12;0;0
Lula;ENCERRA;11;0;0
Lula;HISTORICA;27;0;0
Lula;RENOVADO;1;0;0
Lula;CONTATO;7;0;0
Lula;TERRA;63;0;0
Lula;ESPECIALISTA;6;0;0
Lula;VOTACAO;19;0;0
Lula;EXPRESSIVA;3;0;0
Lula;OUTUBRO;46;0;0
Lula;GRITAR;14;0;0
Lula;ACABOU;44;0;0
Lula;ENCERRAR;4;0;0
Lula;GERAIS;54;0;0
Lula;VENDO;37;0;0
Lula;TELEVISAO;34;0;0
Lula;IMPEDIR;69;0;0
Lula;MĀOS;1;0;0
Lula;NORDESTINO;56;0;0
Lula;MORA;11;0;0
Lula;VISITAR;88;0;0
Lula;FAMILIA;153;0;0
Lula;AVIAO;45;0;0
Lula;ONIBUS;41;0;0
Lula;NEGRO;30;0;0
Lula;INDIO;9;0;0
Lula;INGRESSAR;1;0;0
Lula;PROPRIA;16;0;0
Lula;COMER;64;0;0
Lula;TRES;75;0;0
Lula;LUZ;50;0;0
Lula;ELETRICA;12;0;0
Lula;ACESSIVEL;2;0;0
Lula;CASSARAM;26;0;0
Lula;CATADORES;36;0;0
Lula;EMPREGADAS;4;0;0
Lula;PIAUI;54;0;0
Lula;AMPLIA;2;0;0
Lula;VANTAGEM;7;0;0
Lula;PROTAGONISTA;20;0;0
Lula;INTERNACIONAL;109;0;0
Lula;MAIORIA;38;0;0
Lula;OCUPACAO;23;0;0
Lula;VITIMA;33;0;0
Lula;DESEMPREGO;49;0;0
Lula;CAMILO;14;0;0
Lula;SANTANA;28;0;0
Lula;CEDROLULA;1;0;0
Lula;VEIO;24;0;0
Lula;RODOU;1;0;0
Lula;OLHAR;33;0;0
Lula;OLHOS;23;0;0
Lula;PERCAM;8;0;0
Lula;ESPERANCA;133;0;0
Lula;GUIDO;3;0;0
Lula;SALA;8;0;0
Lula;CIRURGIA;6;0;0
Lula;TAMANHO;14;0;0
Lula;MUITA;156;0;0
Lula;HONESTA;10;0;0
Lula;PF;44;0;0
Lula;MAXIMO;8;0;0
Lula;IGUAL;39;0;0
Lula;VILA;27;0;0
Lula;LUZITA;2;0;0
Lula;TERA;22;0;0
Lula;HOSPITAL;11;0;0
Lula;LEITOS;1;0;0
Lula;GRANA;5;0;0
Lula;CONTINENTE;17;0;0
Lula;AFRICANO;9;0;0
Lula;GEOLOGIA;1;0;0
Lula;SEPAROU;1;0;0
Lula;CORACOES;6;0;0
Lula;UNIDOS;30;0;0
Lula;JULGAR;28;0;0
Lula;BASE;35;0;0
Lula;MANTER;32;0;0
Lula;PESSOA;135;0;0
Lula;PRESA;5;0;0
Lula;PERGUNTANDO;9;0;0
Lula;MONSTRO;2;0;0
Lula;SAIU;40;0;0
Lula;CAIXA;25;0;0
Lula;RESPEITO;123;0;0
Lula;OPINIOES;1;0;0
Lula;PRECANDIDATO;6;0;0
Lula;OPOE;1;0;0
Lula;EXTREMA;11;0;0
Lula;DIREITA;23;0;0
Lula;PETROLINA;15;0;0
Lula;PERTINHO;4;0;0
Lula;SUPORTOU;1;0;0
Lula;CARRO;42;0;0
Lula;COMPUTADOR;3;0;0
Lula;ESTOU;258;0;0
Lula;OUTRAS;34;0;0
Lula;CIDADES;53;0;0
Lula;CALAR;20;0;0
Lula;PUBLIQUE;3;0;0
Lula;MOTIVADA;1;0;0
Lula;TOCA;3;0;0
Lula;IGUACU;20;0;0
Lula;PLENO;6;0;0
Lula;EMPREGADA;31;0;0
Lula;DOMESTICA;22;0;0
Lula;TRATADA;20;0;0
Lula;CIDADA;3;0;0
Lula;SITUACAO;65;0;0
Lula;LEVARAM;13;0;0
Lula;LEMBROU;16;0;0
Lula;AMILCAR;1;0;0
Lula;CABRAL;6;0;0
Lula;TITILA;1;0;0
Lula;SILA;1;0;0
Lula;SAMORA;1;0;0
Lula;MACHEL;1;0;0
Lula;RAINHA;4;0;0
Lula;NZINGA;1;0;0
Lula;AGOSTINHO;1;0;0
Lula;NETO;8;0;0
Lula;LELIA;2;0;0
Lula;GONZALES;1;0;0
Lula;LUIZA;1;0;0
Lula;BARROS;4;0;0
Lula;OBRIGACAO;24;0;0
Lula;MORAL;14;0;0
Lula;PARCEIROS;2;0;0
Lula;CRESCAM;3;0;0
Lula;INSTAGRAM;8;0;0
Lula;OLE;51;0;0
Lula;OLA;20;0;0
Lula;VOTARIAM;5;0;0
Lula;MIMQUE;1;0;0
Lula;VOTEM;8;0;0
Lula;PRECISAO;1;0;0
Lula;MANU;11;0;0
Lula;VERDADEPRA;1;0;0
Lula;PRESIDIR;4;0;0
Lula;NACAO;50;0;0
Lula;DEIXANDO;6;0;0
Lula;CAMPO;90;0;0
Lula;FILME;12;0;0
Lula;CHAMADO;24;0;0
Lula;AMIGA;7;0;0
Lula;ANNA;2;0;0
Lula;MULAYERT;1;0;0
Lula;FILHA;36;0;0
Lula;VALE;57;0;0
Lula;DELACAO;35;0;0
Lula;PALOCCI;15;0;0
Lula;PAISES;56;0;0
Lula;DEFENDERAM;2;0;0
Lula;GLOBALIZACAO;3;0;0
Lula;COMECARAM;16;0;0
Lula;TIRAMOS;9;0;0
Lula;MAPA;28;0;0
Lula;DISSERAM;22;0;0
Lula;VOU;295;0;0
Lula;RECUPERAR;71;0;0
Lula;ATAQUEM;1;0;0
Lula;ATACAM;5;0;0
Lula;FAVELA;6;0;0
Lula;MANGUE;1;0;0
Lula;ESTAREI;23;0;0
Lula;DERRUBAR;17;0;0
Lula;GOLPISTAS;24;0;0
Lula;DANDO;36;0;0
Lula;DUVIDAVA;1;0;0
Lula;VENHA;10;0;0
Lula;CONHECER;52;0;0
Lula;ALUYSIO;1;0;0
Lula;ABREU;2;0;0
Lula;CONTINENTAL;8;0;0
Lula;CAMPOS;26;0;0
Lula;GOYTACAZES;4;0;0
Lula;IBGE;2;0;0
Lula;TROUXE;18;0;0
Lula;DADO;21;0;0
Lula;AVASSALADOR;1;0;0
Lula;TAXA;7;0;0
Lula;JOVENS;83;0;0
Lula;DOBRO;6;0;0
Lula;GERAL;20;0;0
Lula;POPULACAO;121;0;0
Lula;META;11;0;0
Lula;ENTERRAR;4;0;0
Lula;SIRIOLIBANES;1;0;0
Lula;MARIO;8;0;0
Lula;KERTESZ;5;0;0
Lula;RADIO;124;0;0
Lula;METROPOLE;14;0;0
Lula;CARUARU;11;0;0
Lula;JOSE;57;0;0
Lula;QUEIROZ;10;0;0
Lula;CREDIBILIDADE;36;0;0
Lula;INCLUIR;24;0;0
Lula;VAGNER;10;0;0
Lula;FREITAS;15;0;0
Lula;CUT;21;0;0
Lula;MASSACRE;6;0;0
Lula;USIMINAS;1;0;0
Lula;VENCE;7;0;0
Lula;COSMO;2;0;0
Lula;SILVA;80;0;0
Lula;SABIAM;18;0;0
Lula;NASCIA;5;0;0
Lula;FILHO;123;0;0
Lula;PREDESTINADO;3;0;0
Lula;FUNDAMENTAL;8;0;0
Lula;SEGUIR;21;0;0
Lula;REGRA;8;0;0
Lula;SEGUIMOS;6;0;0
Lula;CONDICOES;56;0;0
Lula;FAREMOS;9;0;0
Lula;TRECHO;12;0;0
Lula;ITAPEVI;9;0;0
Lula;DIVERGENCIAS;6;0;0
Lula;ESQUERDA;51;0;0
Lula;SIGNIFICA;37;0;0
Lula;LEVANTAR;14;0;0
Lula;APRENDEU;26;0;0
Lula;VIAJAR;28;0;0
Lula;ASSANGE;5;0;0
Lula;EUA;64;0;0
Lula;ESPIONOU;1;0;0
Lula;PETROBRAS;116;0;0
Lula;GABINETE;2;0;0
Lula;VISITAVA;1;0;0
Lula;FUNDO;25;0;0
Lula;GOSTAM;17;0;0
Lula;PICANHA;6;0;0
Lula;FACULDADE;33;0;0
Lula;QUEREMOS;160;0;0
Lula;REDE;49;0;0
Lula;FORTE;65;0;0
Lula;SOLIDARIEDADE;96;0;0
Lula;PASSANDO;27;0;0
Lula;PRINCIPALMENTE;10;0;0
Lula;PREOCUPAMOS;1;0;0
Lula;CONTEXTO;4;0;0
Lula;MARICA;11;0;0
Lula;SUPORTAM;11;0;0
Lula;VOLTOU;29;0;0
Lula;CORDA;2;0;0
Lula;ARREBENTA;2;0;0
Lula;FRACO;8;0;0
Lula;INCOMODA;30;0;0
Lula;BRASILEIRA;185;0;0
Lula;CHEGAR;88;0;0
Lula;AEROPORTO;14;0;0
Lula;CAMADA;3;0;0
Lula;VIAJANDO;15;0;0
Lula;MORO;291;0;0
Lula;DIVULGOU;8;0;0
Lula;ESCUTAS;3;0;0
Lula;ILEGAIS;12;0;0
Lula;PUBLICAR;5;0;0
Lula;CONSTRUIRAM;8;0;0
Lula;MENTIRA;107;0;0
Lula;ORGANIZACAO;26;0;0
Lula;CRIMINOSA;8;0;0
Lula;CHEFE;16;0;0
Lula;GOVERNAVA;7;0;0
Lula;ACHAVA;25;0;0
Lula;IMPORTAVAM;1;0;0
Lula;PROPRIOS;1;0;0
Lula;FILHOS;98;0;0
Lula;PRIORIZOU;1;0;0
Lula;INTERIORIZACAO;4;0;0
Lula;GILCIANO;1;0;0
Lula;NOGUEIRA;2;0;0
Lula;REITOR;22;0;0
Lula;UFVJM;4;0;0
Lula;CANSADO;6;0;0
Lula;OUVIR;54;0;0
Lula;PROCURADOR;22;0;0
Lula;FALANDO;60;0;0
Lula;PROVA;111;0;0
Lula;CONVICCAO;32;0;0
Lula;FICO;46;0;0
Lula;TRISTE;30;0;0
Lula;COOPERATIVA;7;0;0
Lula;BAIXO;29;0;0
Lula;REBATEM;3;0;0
Lula;GRITO;17;0;0
Lula;TOMARAM;6;0;0
Lula;CENTRO;62;0;0
Lula;ARACAJU;10;0;0
Lula;AVENIDA;21;0;0
Lula;GUARARAPES;2;0;0
Lula;IMENSIDAO;2;0;0
Lula;VERMELHA;10;0;0
Lula;ACABA;34;0;0
Lula;SUBIR;13;0;0
Lula;PALCO;66;0;0
Lula;POLO;24;0;0
Lula;RS;42;0;0
Lula;OVACIONADO;1;0;0
Lula;PUBLICO;99;0;0
Lula;ERNESTO;7;0;0
Lula;SAMPER;7;0;0
Lula;DENUNCIADO;2;0;0
Lula;CARATER;32;0;0
Lula;PRESO;187;0;0
Lula;ITAQUI;13;0;0
Lula;INVESTE;10;0;0
Lula;INVESTIMOS;7;0;0
Lula;TEOFILO;12;0;0
Lula;OTONI;12;0;0
Lula;GERA;19;0;0
Lula;EMPREGOS;95;0;0
Lula;PROFISSIONAIS;5;0;0
Lula;QUALIFICADOS;1;0;0
Lula;COMPLETOU;8;0;0
Lula;REPROVADA;2;0;0
Lula;CUSTOU;10;0;0
Lula;CONVIVIO;2;0;0
Lula;IMPEDIMENTO;9;0;0
Lula;TORNARSE;3;0;0
Lula;RESISTIREMOS;2;0;0
Lula;IGNORANCIA;5;0;0
Lula;PALAVRAS;20;0;0
Lula;REPRESENTAM;4;0;0
Lula;PENSAMENTO;6;0;0
Lula;GENUINAMENTE;2;0;0
Lula;SOLIDARIO;12;0;0
Lula;BRASILEIROJORNADA;1;0;0
Lula;ABRIL;25;0;0
Lula;RUI;34;0;0
Lula;FALCAO;8;0;0
Lula;DESCARADO;1;0;0
Lula;DALLAGNOL;33;0;0
Lula;AMEACAR;2;0;0
Lula;MOLEQUE;4;0;0
Lula;DESAFORADO;1;0;0
Lula;PASSA;36;0;0
Lula;SEREM;9;0;0
Lula;PUNIDAS;1;0;0
Lula;LINDU;8;0;0
Lula;DIGNIDADE;92;0;0
Lula;BRIGAR;52;0;0
Lula;RONDA;4;0;0
Lula;AGRICULTURA;39;0;0
Lula;FAMILIAR;41;0;0
Lula;RECEBIDO;29;0;0
Lula;ENERGIA;38;0;0
Lula;GAUCHA;2;0;0
Lula;COMPLEXO;35;0;0
Lula;VIRALATAS;13;0;0
Lula;SAIBA;53;0;0
Lula;EMPRESTAR;10;0;0
Lula;SONHEI;12;0;0
Lula;PAGINAS;13;0;0
Lula;DESGRACAS;2;0;0
Lula;CONSEGUIMOS;44;0;0
Lula;SEDE;48;0;0
Lula;JAMAIS;58;0;0
Lula;DEIXARA;5;0;0
Lula;AUSTRALIANO;3;0;0
Lula;SABATINA;21;0;0
Lula;UOL;20;0;0
Lula;INTERLOCUTOR;2;0;0
Lula;PERMANENTE;4;0;0
Lula;ESTADISTA;9;0;0
Lula;INJUSTICADO;2;0;0
Lula;PERIPERI;2;0;0
Lula;NETA;4;0;0
Lula;OFERECER;10;0;0
Lula;PARECER;6;0;0
Lula;REPETE;2;0;0
Lula;FALHAS;2;0;0
Lula;JURIDICAS;3;0;0
Lula;MPF;33;0;0
Lula;ELEGER;103;0;0
Lula;MORADORES;26;0;0
Lula;ACOMPANHAM;8;0;0
Lula;CARROS;5;0;0
Lula;MOTOS;2;0;0
Lula;CARREATA;7;0;0
Lula;BASTA;32;0;0
Lula;APELO;4;0;0
Lula;PRESTEM;3;0;0
Lula;ATENCAO;20;0;0
Lula;DEPUTADOS;58;0;0
Lula;CESAR;7;0;0
Lula;ARTISTAS;62;0;0
Lula;COMPROMETIDO;9;0;0
Lula;CUMPRIR;33;0;0
Lula;CONSTITUICAO;54;0;0
Lula;GRACA;10;0;0
Lula;PAGAR;66;0;0
Lula;PODERIA;65;0;0
Lula;PANTANO;2;0;0
Lula;PRECISAM;67;0;0
Lula;SONHAR;46;0;0
Lula;CONTRIBUIR;9;0;0
Lula;ADVERSARIO;20;0;0
Lula;GLOBO;159;0;0
Lula;COMANDO;5;0;0
Lula;MEIOS;37;0;0
Lula;COMUNICACOES;5;0;0
Lula;GRATO;8;0;0
Lula;CONDUZIR;2;0;0
Lula;ARGENTINA;39;0;0
Lula;DIRECAO;16;0;0
Lula;RESOLVER;58;0;0
Lula;AGRADECO;22;0;0
Lula;DEMONSTROU;2;0;0
Lula;VISITANDO;7;0;0
Lula;DEUS;58;0;0
Lula;ABENCOE;4;0;0
Lula;ARGENTINO;8;0;0
Lula;MANUELA;34;0;0
Lula;MARCIA;13;0;0
Lula;TIBURI;11;0;0
Lula;LINDBERG;6;0;0
Lula;VISITAM;10;0;0
Lula;ROCINHA;4;0;0
Lula;SEGUEM;8;0;0
Lula;RECIFE;46;0;0
Lula;CIDADE;196;0;0
Lula;DETERMINOU;5;0;0
Lula;SABADO;38;0;0
Lula;INEDITA;9;0;0
Lula;SEJAM;33;0;0
Lula;RETIRADAS;1;0;0
Lula;NOTICIAS;23;0;0
Lula;FALSAS;16;0;0
Lula;MENTIROSAS;4;0;0
Lula;OFENSIVAS;1;0;0
Lula;CIRCULAM;1;0;0
Lula;AGRICULTORES;25;0;0
Lula;REGIAO;86;0;0
Lula;AFUNDADOS;1;0;0
Lula;DIVIDAS;7;0;0
Lula;PEGARMOS;1;0;0
Lula;EMPRESTIMO;3;0;0
Lula;JUROS;16;0;0
Lula;ABUSIVOS;1;0;0
Lula;INVENTARAM;31;0;0
Lula;PALAVRA;35;0;0
Lula;CHAMANDO;7;0;0
Lula;EMPREENDEDORISMO;1;0;0
Lula;ACHAM;52;0;0
Lula;CHIQUE;2;0;0
Lula;EMPREENDEDOR;2;0;0
Lula;FINESS;1;0;0
Lula;CAPITALISMO;3;0;0
Lula;EMPOBRECENDO;2;0;0
Lula;ACHA;35;0;0
Lula;CRESCENDO;11;0;0
Lula;CRINA;1;0;0
Lula;CAVALO;4;0;0
Lula;CRESCE;19;0;0
Lula;UNICO;50;0;0
Lula;CRESCER;89;0;0
Lula;PARTICIPEM;3;0;0
Lula;PROVEI;41;0;0
Lula;COMECAR;35;0;0
Lula;RETROCESSO;24;0;0
Lula;COBRA;8;0;0
Lula;PERICIA;2;0;0
Lula;DOCUMENTOS;8;0;0
Lula;FABIO;5;0;0
Lula;ASSUNCAO;5;0;0
Lula;CONFIANCA;31;0;0
Lula;EXTRAORDINARIA;17;0;0
Lula;TITO;4;0;0
Lula;PATRIMONIO;31;0;0
Lula;PERGUNTAR;14;0;0
Lula;PRESIDENTES;9;0;0
Lula;LETRADOS;1;0;0
Lula;INVESTIRAM;5;0;0
Lula;COZINHEIRA;3;0;0
Lula;FAVORITA;2;0;0
Lula;TIA;3;0;0
Lula;ZELIA;3;0;0
Lula;OFERECE;6;0;0
Lula;ALMOCO;18;0;0
Lula;ACAMPAMENTO;47;0;0
Lula;MEDO;126;0;0
Lula;ESTALEIRO;12;0;0
Lula;ANGRA;6;0;0
Lula;DESEMBARGADOR;8;0;0
Lula;RELATAM;35;0;0
Lula;COMECA;87;0;0
Lula;INTERROMPIDO;5;0;0
Lula;GRITOS;4;0;0
Lula;GUERREIRO;6;0;0
Lula;TOMADOS;3;0;0
Lula;ENTREGANDO;17;0;0
Lula;CAPITAL;31;0;0
Lula;ESTRANGEIRO;6;0;0
Lula;COMITE;43;0;0
Lula;LANCA;13;0;0
Lula;CADERNO;1;0;0
Lula;ORGANIZAR;11;0;0
Lula;OSASCO;13;0;0
Lula;GOSTEM;2;0;0
Lula;ADMITIR;9;0;0
Lula;EXPERIENCIA;12;0;0
Lula;DISTRIBUICAO;18;0;0
Lula;INTEGRAL;2;0;0
Lula;DF;10;0;0
Lula;ESCOLAS;67;0;0
Lula;RECEBE;103;0;0
Lula;CUMPRIMENTAR;8;0;0
Lula;QUERIDA;9;0;0
Lula;COMPANHEIRA;42;0;0
Lula;JULIA;4;0;0
Lula;SIMBOLO;13;0;0
Lula;JUVENTUDE;57;0;0
Lula;RECONHECIDOS;3;0;0
Lula;TRIBUNAIS;12;0;0
Lula;CENTENAS;8;0;0
Lula;CANDIDATOS;38;0;0
Lula;CASUISMO;1;0;0
Lula;JUIZO;12;0;0
Lula;EXCECAO;12;0;0
Lula;IMPEDIDOS;8;0;0
Lula;MANDATO;41;0;0
Lula;ALIMENTAR;7;0;0
Lula;REALIZADO;14;0;0
Lula;SAUDADE;14;0;0
Lula;SALVOU;3;0;0
Lula;CHEIO;12;0;0
Lula;ESTUDADA;6;0;0
Lula;ESPERTA;1;0;0
Lula;FIES;23;0;0
Lula;EXISTIA;10;0;0
Lula;EXIGIA;2;0;0
Lula;FIADOR;8;0;0
Lula;COLOCAMOS;23;0;0
Lula;SEC;2;0;0
Lula;ESTATISTICO;2;0;0
Lula;DISPUTEM;9;0;0
Lula;SENTIMENTO;10;0;0
Lula;ANTI;2;0;0
Lula;ACREDITAREM;2;0;0
Lula;FAZEMOS;8;0;0
Lula;RESGATANDO;3;0;0
Lula;MEMORIA;17;0;0
Lula;RASGAR;8;0;0
Lula;CLT;14;0;0
Lula;RAZOES;11;0;0
Lula;ALEGRIA;34;0;0
Lula;ACESSE;25;0;0
Lula;CONSEGUE;27;0;0
Lula;PEDIDOS;6;0;0
Lula;SELFIES;5;0;0
Lula;ABRACOS;9;0;0
Lula;ULTIMA;50;0;0
Lula;ATRACAO;1;0;0
Lula;ORQUESTRA;2;0;0
Lula;VOADORA;1;0;0
Lula;ABRE;13;0;0
Lula;PROGRAMACAO;16;0;0
Lula;COMECARA;3;0;0
Lula;BREVE;17;0;0
Lula;PRINCIPAL;15;0;0
Lula;TRUPE;2;0;0
Lula;FAMOSAS;1;0;0
Lula;CENA;8;0;0
Lula;CARIOCA;2;0;0
Lula;MUDOU;48;0;0
Lula;VISAO;7;0;0
Lula;INCOMPETENTE;1;0;0
Lula;TESAO;15;0;0
Lula;OBRIGADO;59;0;0
Lula;OLHA;26;0;0
Lula;BRASILIA;89;0;0
Lula;TEIMOSA;12;0;0
Lula;FORMOU;8;0;0
Lula;INCENTIVO;6;0;0
Lula;CONSEGUIR;37;0;0
Lula;MEDALHAS;5;0;0
Lula;TUNGSTENIO;3;0;0
Lula;COMPLETAMENTE;4;0;0
Lula;CURRAIS;18;0;0
Lula;NOVOSRN;3;0;0
Lula;RESOLVEMOS;14;0;0
Lula;MUSEU;13;0;0
Lula;GUIMARAES;13;0;0
Lula;ROSA;6;0;0
Lula;DIVERSAS;8;0;0
Lula;CRIADAS;9;0;0
Lula;ACHAVAM;13;0;0
Lula;PODIAM;14;0;0
Lula;COISANAS;1;0;0
Lula;PLANEJADO;2;0;0
Lula;ESTRADA;49;0;0
Lula;PEDE;39;0;0
Lula;COMAM;3;0;0
Lula;DEEM;4;0;0
Lula;SAIDINHA;1;0;0
Lula;PASSEM;1;0;0
Lula;PRENDER;53;0;0
Lula;SOLTAR;6;0;0
Lula;PERMITE;10;0;0
Lula;HUMBERTO;6;0;0
Lula;COSTA;42;0;0
Lula;TEMA;15;0;0
Lula;SAUDE;82;0;0
Lula;FARMACIA;4;0;0
Lula;SORRIDENTE;2;0;0
Lula;PROGRAMAS;37;0;0
Lula;CRIADOS;15;0;0
Lula;ILUMINOU;4;0;0
Lula;CONQUISTARAM;6;0;0
Lula;INDEPENDENCIA;20;0;0
Lula;FINANCEIRA;4;0;0
Lula;CENTRAL;22;0;0
Lula;INVADIR;5;0;0
Lula;HOTEL;8;0;0
Lula;PEDRADA;1;0;0
Lula;FRATESCHI;1;0;0
Lula;METADE;28;0;0
Lula;ORELHA;2;0;0
Lula;ESTROPEADA;1;0;0
Lula;GASOLINA;13;0;0
Lula;PNEUS;1;0;0
Lula;ATACAR;9;0;0
Lula;ENROLA;1;0;0
Lula;BANDEIRA;18;0;0
Lula;PRENDERAM;18;0;0
Lula;ERRADO;35;0;0
Lula;RESPEITADA;8;0;0
Lula;GANHARIA;2;0;0
Lula;DISPOSTO;17;0;0
Lula;CONTINUAR;81;0;0
Lula;ANDANDO;10;0;0
Lula;VERDADE;157;0;0
Lula;COMETEMOS;4;0;0
Lula;TDS;4;0;0
Lula;ERRO;31;0;0
Lula;DESRESPEITA;3;0;0
Lula;CERCEAR;1;0;0
Lula;BOULOS;10;0;0
Lula;TERMINA;18;0;0
Lula;CITANDO;5;0;0
Lula;FRASE;7;0;0
Lula;MARTI;1;0;0
Lula;CONQUISTA;21;0;0
Lula;OLEO;14;0;0
Lula;DISSEMOS;3;0;0
Lula;ACUSADORES;16;0;0
Lula;PREPARANDO;12;0;0
Lula;NECESSARIO;22;0;0
Lula;SEREI;21;0;0
Lula;FOMOS;41;0;0
Lula;APRENDENDO;5;0;0
Lula;GANHAMOS;13;0;0
Lula;MOTIVO;25;0;0
Lula;VEXAME;2;0;0
Lula;MAIORES;39;0;0
Lula;JURISTAS;25;0;0
Lula;CONDENAM;3;0;0
Lula;ARCOS;25;0;0
Lula;LAPA;27;0;0
Lula;DIGO;28;0;0
Lula;SEGURANCA;27;0;0
Lula;PASSEI;18;0;0
Lula;ESTADOS;49;0;0
Lula;FESTA;13;0;0
Lula;RESULTADO;47;0;0
Lula;REVOGACAO;2;0;0
Lula;TRABALHISTA;23;0;0
Lula;INTERFERE;1;0;0
Lula;DIRETAMENTE;5;0;0
Lula;PRIMAVERA;14;0;0
Lula;AUTOESTIMA;15;0;0
Lula;APRENDAM;5;0;0
Lula;CONVIVER;24;0;0
Lula;DEMOCRATICAMENTE;33;0;0
Lula;ADVERSIDADE;5;0;0
Lula;SURGIREM;1;0;0
Lula;INTERIOR;26;0;0
Lula;RUIR;1;0;0
Lula;ACREDITA;23;0;0
Lula;MELHOROU;12;0;0
Lula;MELHORARAM;3;0;0
Lula;PETICAO;12;0;0
Lula;APRESENTADA;5;0;0
Lula;LEWANDOWSKI;2;0;0
Lula;FOLHA;31;0;0
Lula;ARGUMENTAM;2;0;0
Lula;FUX;4;0;0
Lula;PROFERIDA;2;0;0
Lula;EXERCICIO;6;0;0
Lula;TOFFOLI;1;0;0
Lula;REGULAR;8;0;0
Lula;FUNCAO;9;0;0
Lula;PARCERIA;8;0;0
Lula;MORADIAS;1;0;0
Lula;AGNELO;4;0;0
Lula;ENCHE;2;0;0
Lula;DIADEMA;26;0;0
Lula;ACOMPANHAR;10;0;0
Lula;FOTOGRAFIAS;4;0;0
Lula;HISTORICAS;7;0;0
Lula;DOADAS;4;0;0
Lula;RENOMADOS;7;0;0
Lula;FOTOJORNALISTAS;3;0;0
