Candidato;Palavra;Quantidade;Percentual;Acumulado
Bolsonaro;COLOCAR;20;0;0
Bolsonaro;NEGOCIOS;25;0;0
Bolsonaro;MIDIA;90;0;0
Bolsonaro;INTERNACIONAL;27;0;0
Bolsonaro;JUNTOU;1;0;0
Bolsonaro;SUJO;6;0;0
Bolsonaro;JORNAIS;15;0;0
Bolsonaro;INTIMIDARAO;1;0;0
Bolsonaro;APROVADA;20;0;0
Bolsonaro;LEI;106;0;0
Bolsonaro;MULTIPLICA;1;0;0
Bolsonaro;CHANCES;2;0;0
Bolsonaro;TRANSPLANTE;1;0;0
Bolsonaro;MEDULA;2;0;0
Bolsonaro;OSSEA;2;0;0
Bolsonaro;VITORIA;50;0;0
Bolsonaro;UNIDOS;48;0;0
Bolsonaro;ACABAM;1;0;0
Bolsonaro;DEIXAR;10;0;0
Bolsonaro;TENDENCIOSO;1;0;0
Bolsonaro;PARCIAL;1;0;0
Bolsonaro;ONU;22;0;0
Bolsonaro;BOA;167;0;0
Bolsonaro;SINDICALISTA;2;0;0
Bolsonaro;AMEACA;24;0;0
Bolsonaro;COLEGA;3;0;0
Bolsonaro;PROFISSAO;4;0;0
Bolsonaro;REDE;39;0;0
Bolsonaro;COBRIA;1;0;0
Bolsonaro;ACAMPAMENTO;1;0;0
Bolsonaro;PT;297;0;0
Bolsonaro;DEPOIMENTO;3;0;0
Bolsonaro;MARCOS;10;0;0
Bolsonaro;MION;2;0;0
Bolsonaro;INCLUI;5;0;0
Bolsonaro;DADOS;36;0;0
Bolsonaro;ESPECIFICOS;4;0;0
Bolsonaro;AUTISMO;3;0;0
Bolsonaro;CENSO;3;0;0
Bolsonaro;SANCIONEI;3;0;0
Bolsonaro;ANAPOLIS;4;0;0
Bolsonaro;PRISAO;23;0;0
Bolsonaro;ENVOLVIDOS;12;0;0
Bolsonaro;ESQUEMA;8;0;0
Bolsonaro;COMPRA;9;0;0
Bolsonaro;POLITICOS;48;0;0
Bolsonaro;EMPRESAS;32;0;0
Bolsonaro;ONIBUS;12;0;0
Bolsonaro;VOTADO;5;0;0
Bolsonaro;GRATO;67;0;0
Bolsonaro;LEVOU;13;0;0
Bolsonaro;CORPO;12;0;0
Bolsonaro;PECADOS;2;0;0
Bolsonaro;MADEIRO;1;0;0
Bolsonaro;MORRESSEMOS;1;0;0
Bolsonaro;VIVESSEMOS;1;0;0
Bolsonaro;JUSTICA;49;0;0
Bolsonaro;FERIDAS;1;0;0
Bolsonaro;VOCES;54;0;0
Bolsonaro;CURADOS1;1;0;0
Bolsonaro;PEDRO;12;0;0
Bolsonaro;SEXTAFEITA;2;0;0
Bolsonaro;DIRETOR;10;0;0
Bolsonaro;DATAFOLHA;17;0;0
Bolsonaro;INELEGIBILIDADE;1;0;0
Bolsonaro;APROFUNDA;1;0;0
Bolsonaro;DEMOCRATICA;7;0;0
Bolsonaro;SERIAM;7;0;0
Bolsonaro;PUXADINHOS;2;0;0
Bolsonaro;ANALISE;23;0;0
Bolsonaro;CIENCIA;32;0;0
Bolsonaro;TECNOLOGIA;40;0;0
Bolsonaro;TRAZ;18;0;0
Bolsonaro;VISITA;58;0;0
Bolsonaro;SHOPPING;4;0;0
Bolsonaro;FESTEJADO;1;0;0
Bolsonaro;FREQUENTADORES;1;0;0
Bolsonaro;DENTRE;8;0;0
Bolsonaro;VARIOS;16;0;0
Bolsonaro;DISPENSA;3;0;0
Bolsonaro;ALVARAS;3;0;0
Bolsonaro;FUNCIONAMENTO;7;0;0
Bolsonaro;ATIVIDADES;21;0;0
Bolsonaro;ECONOMICAS;8;0;0
Bolsonaro;BAIXO;13;0;0
Bolsonaro;RISCO;24;0;0
Bolsonaro;BORRACHARIA;2;0;0
Bolsonaro;ENSINO;42;0;0
Bolsonaro;LINGUAS;1;0;0
Bolsonaro;MUSICA;12;0;0
Bolsonaro;DANCA;3;0;0
Bolsonaro;CABELEIREIRO;2;0;0
Bolsonaro;MANICURE;2;0;0
Bolsonaro;ETC;30;0;0
Bolsonaro;TIRANDO;6;0;0
Bolsonaro;PESO;7;0;0
Bolsonaro;COSTAS;4;0;0
Bolsonaro;EMPREENDER;2;0;0
Bolsonaro;DEPUTADOS;47;0;0
Bolsonaro;JANDIRA;7;0;0
Bolsonaro;FEGHALI;5;0;0
Bolsonaro;PCDOB;42;0;0
Bolsonaro;FALTAM;6;0;0
Bolsonaro;AJUDAM;2;0;0
Bolsonaro;ABSOLVER;1;0;0
Bolsonaro;DONADON;1;0;0
Bolsonaro;LISTA;13;0;0
Bolsonaro;GUEDES;33;0;0
Bolsonaro;FORUM;12;0;0
Bolsonaro;BNDES;19;0;0
Bolsonaro;PROCURA;3;0;0
Bolsonaro;CRESCER;28;0;0
Bolsonaro;AQUECER;2;0;0
Bolsonaro;POSITIVAMENTE;4;0;0
Bolsonaro;VIAGENS;11;0;0
Bolsonaro;HOTELARIA;1;0;0
Bolsonaro;COMERCIO;44;0;0
Bolsonaro;LAZER;2;0;0
Bolsonaro;GERANDO;23;0;0
Bolsonaro;EMPREGO;41;0;0
Bolsonaro;RENDA;30;0;0
Bolsonaro;CIDADAOS;49;0;0
Bolsonaro;ATIRAR;4;0;0
Bolsonaro;ATIRA;5;0;0
Bolsonaro;VAGABUNDO;7;0;0
Bolsonaro;DIFICILMENTE;3;0;0
Bolsonaro;CADEIA;28;0;0
Bolsonaro;CEMITERIO;6;0;0
Bolsonaro;INFRAESTRUTURA;36;0;0
Bolsonaro;EXERCITO;62;0;0
Bolsonaro;ESPECIALISTAS;13;0;0
Bolsonaro;OUTORGAS;2;0;0
Bolsonaro;PINTADO;2;0;0
Bolsonaro;ROSA;5;0;0
Bolsonaro;REUNIRSE;1;0;0
Bolsonaro;UNE;6;0;0
Bolsonaro;MST;26;0;0
Bolsonaro;REUNIAO;35;0;0
Bolsonaro;MAESTRO;1;0;0
Bolsonaro;REGENDO;1;0;0
Bolsonaro;ETERNO;6;0;0
Bolsonaro;HEROI;12;0;0
Bolsonaro;CUMPRINDO;9;0;0
Bolsonaro;ESPACO;15;0;0
Bolsonaro;MISSAO;50;0;0
Bolsonaro;CONDORES;1;0;0
Bolsonaro;VALENTE;1;0;0
Bolsonaro;AUDAZ;1;0;0
Bolsonaro;VACILA;1;0;0
Bolsonaro;INSTANTE;2;0;0
Bolsonaro;PIAUI;7;0;0
Bolsonaro;CARINHO;60;0;0
Bolsonaro;POSSIBILIDADE;20;0;0
Bolsonaro;EXPORMOS;2;0;0
Bolsonaro;IDEIAS;21;0;0
Bolsonaro;DISTORCOES;5;0;0
Bolsonaro;BOCAIS;7;0;0
Bolsonaro;COSTUMEIRA;2;0;0
Bolsonaro;FAKE;39;0;0
Bolsonaro;NEWS;47;0;0
Bolsonaro;GLAUBER;1;0;0
Bolsonaro;BRAGA;1;0;0
Bolsonaro;DEFENSOR;4;0;0
Bolsonaro;MARIGUELLA;2;0;0
Bolsonaro;OUSOU;1;0;0
Bolsonaro;MENTIR;16;0;0
Bolsonaro;PICOU;7;0;0
Bolsonaro;ESTUDOS;14;0;0
Bolsonaro;EQUIPE;31;0;0
Bolsonaro;ESTIMAM;1;0;0
Bolsonaro;GERARA;3;0;0
Bolsonaro;MILHARES;18;0;0
Bolsonaro;EMPREGOS;95;0;0
Bolsonaro;SETORES;20;0;0
Bolsonaro;CONSTRUCAO;21;0;0
Bolsonaro;CIVIL;16;0;0
Bolsonaro;CERAMICA;1;0;0
Bolsonaro;VIDRO;1;0;0
Bolsonaro;QUIMICO;1;0;0
Bolsonaro;LEVARA;5;0;0
Bolsonaro;REDUCAO;46;0;0
Bolsonaro;GAS;6;0;0
Bolsonaro;LONGO;13;0;0
Bolsonaro;PRAZO;14;0;0
Bolsonaro;QUEDA;28;0;0
Bolsonaro;SIGNIFICATIVA;2;0;0
Bolsonaro;PROXIMOS;19;0;0
Bolsonaro;TERCEIRO;4;0;0
Bolsonaro;MIRA;4;0;0
Bolsonaro;PRESIDENCIA;44;0;0
Bolsonaro;BOLSAFAMILIA;14;0;0
Bolsonaro;VARIAS;10;0;0
Bolsonaro;ESPALHADAS;4;0;0
Bolsonaro;MIM;36;0;0
Bolsonaro;CAMPANHA;56;0;0
Bolsonaro;ACABARIA;2;0;0
Bolsonaro;ASSINADA;13;0;0
Bolsonaro;CRIA;20;0;0
Bolsonaro;ORIUNDOS;8;0;0
Bolsonaro;FRAUDES;25;0;0
Bolsonaro;DETERMINEI;7;0;0
Bolsonaro;FAKENEWS;30;0;0
Bolsonaro;BILATERAL;2;0;0
Bolsonaro;SUICA;5;0;0
Bolsonaro;UELI;1;0;0
Bolsonaro;MAURER;1;0;0
Bolsonaro;APROVEITEI;2;0;0
Bolsonaro;OPORTUNIDADE;29;0;0
Bolsonaro;AGRADECER;7;0;0
Bolsonaro;ACOLHIMENTO;1;0;0
Bolsonaro;BELO;13;0;0
Bolsonaro;MOMENTOS;9;0;0
Bolsonaro;CLAUDIA;1;0;0
Bolsonaro;WILD;1;0;0
Bolsonaro;EXTRA;4;0;0
Bolsonaro;GOIANIA;10;0;0
Bolsonaro;FENOMENO;2;0;0
Bolsonaro;EMPOLGAR;1;0;0
Bolsonaro;PORTE;12;0;0
Bolsonaro;ARMA;33;0;0
Bolsonaro;AGENTES;25;0;0
Bolsonaro;PENITENCIARIOS;3;0;0
Bolsonaro;VETA;2;0;0
Bolsonaro;SANCIONA;1;0;0
Bolsonaro;IDENTICO;1;0;0
Bolsonaro;PIADINHA;1;0;0
Bolsonaro;GRACA;3;0;0
Bolsonaro;SITE;11;0;0
Bolsonaro;SENSACIONALISTA;2;0;0
Bolsonaro;REALIDADE;22;0;0
Bolsonaro;PARTICIPAMOS;7;0;0
Bolsonaro;REVOLUCAO;6;0;0
Bolsonaro;IDENTIFICADOS;1;0;0
Bolsonaro;ANSEIOS;10;0;0
Bolsonaro;NACIONAIS;10;0;0
Bolsonaro;PRESERVACAO;13;0;0
Bolsonaro;INSTITUICOES;32;0;0
Bolsonaro;DEMOCRATICAS;2;0;0
Bolsonaro;AMEACADAS;2;0;0
Bolsonaro;RADICALIZACAO;1;0;0
Bolsonaro;IDEOLOGICA;31;0;0
Bolsonaro;ROBERTO;16;0;0
Bolsonaro;MARINHO;9;0;0
Bolsonaro;REGIME;13;0;0
Bolsonaro;UFC;4;0;0
Bolsonaro;DOMINGO;36;0;0
Bolsonaro;LEMBRANCAS;6;0;0
Bolsonaro;VOTACAO;13;0;0
Bolsonaro;ABRIL;18;0;0
Bolsonaro;SITIAR;1;0;0
Bolsonaro;INUMERAS;4;0;0
Bolsonaro;REGULAMENTACOES;3;0;0
Bolsonaro;SERVEM;5;0;0
Bolsonaro;ARRECADACAO;3;0;0
Bolsonaro;ENTRAVES;4;0;0
Bolsonaro;RETORNO;17;0;0
Bolsonaro;PRATICO;3;0;0
Bolsonaro;IRAO;5;0;0
Bolsonaro;REVOGADAS;1;0;0
Bolsonaro;RAPIDAMENTE;9;0;0
Bolsonaro;INTERFERENCIA;7;0;0
Bolsonaro;ESTADO;156;0;0
Bolsonaro;SIGNIFICA;7;0;0
Bolsonaro;CONDICOES;27;0;0
Bolsonaro;VIDA;88;0;0
Bolsonaro;MINUTOS;14;0;0
Bolsonaro;AGRADECO;91;0;0
Bolsonaro;CONVITE;14;0;0
Bolsonaro;PRESENTE;25;0;0
Bolsonaro;RECEBI;23;0;0
Bolsonaro;GRACIE;1;0;0
Bolsonaro;VITORIAS;2;0;0
Bolsonaro;CONQUISTADOS;1;0;0
Bolsonaro;TATAME;1;0;0
Bolsonaro;DESIDRATAR;1;0;0
Bolsonaro;PREVIDENCIA;49;0;0
Bolsonaro;POTENCIALIZAR;4;0;0
Bolsonaro;PRECISO;18;0;0
Bolsonaro;CONSCIENCIA;16;0;0
Bolsonaro;PATRIOTISMO;9;0;0
Bolsonaro;ENTENDER;12;0;0
Bolsonaro;PROSPERO;7;0;0
Bolsonaro;PEQUENO;18;0;0
Bolsonaro;SIGNIFICADO;3;0;0
Bolsonaro;CID;3;0;0
Bolsonaro;GOMES;7;0;0
Bolsonaro;ANDRADE;8;0;0
Bolsonaro;TENTAR;18;0;0
Bolsonaro;AJUDAR;10;0;0
Bolsonaro;OFICIO;3;0;0
Bolsonaro;FEDERACAO;5;0;0
Bolsonaro;POLICIAIS;38;0;0
Bolsonaro;FENAPEF;1;0;0
Bolsonaro;ENCAMINHADO;2;0;0
Bolsonaro;SENADOR;18;0;0
Bolsonaro;REITERAM;1;0;0
Bolsonaro;AUTORIDADE;11;0;0
Bolsonaro;REPUBLICA;45;0;0
Bolsonaro;ESCOLHA;9;0;0
Bolsonaro;GERAL;31;0;0
Bolsonaro;REFUTAM;1;0;0
Bolsonaro;SUPOSTAS;2;0;0
Bolsonaro;INTERFERENCIAS;2;0;0
Bolsonaro;EXTERNAS;2;0;0
Bolsonaro;AMBITO;3;0;0
Bolsonaro;PF;10;0;0
Bolsonaro;PROFESSOR;36;0;0
Bolsonaro;TURMA;6;0;0
Bolsonaro;COMUNISMO;17;0;0
Bolsonaro;RECONHECER;4;0;0
Bolsonaro;MUDANCAS;11;0;0
Bolsonaro;ACONTECERAO;2;0;0
Bolsonaro;EFETIVA;4;0;0
Bolsonaro;PARTICIPACAO;16;0;0
Bolsonaro;IRMAOS;15;0;0
Bolsonaro;VENEZUELANOS;18;0;0
Bolsonaro;REGIAO;73;0;0
Bolsonaro;AFETADA;2;0;0
Bolsonaro;REFUGIADOS;3;0;0
Bolsonaro;PRECISAM;8;0;0
Bolsonaro;APOIO;112;0;0
Bolsonaro;ALCANCE;12;0;0
Bolsonaro;ORDEM;19;0;0
Bolsonaro;PROGRESSO;13;0;0
Bolsonaro;RECUPERADA;1;0;0
Bolsonaro;GAUCHAS;1;0;0
Bolsonaro;ACHO;6;0;0
Bolsonaro;VOU;18;0;0
Bolsonaro;PROCESSAR;1;0;0
Bolsonaro;KKKKK;16;0;0
Bolsonaro;APRESENTADO;3;0;0
Bolsonaro;EDUARDO;36;0;0
Bolsonaro;CUNHA;6;0;0
Bolsonaro;REJEITAR;2;0;0
Bolsonaro;PEDIDO;19;0;0
Bolsonaro;PEQUENA;7;0;0
Bolsonaro;ZUERA;1;0;0
Bolsonaro;KKKKKK;14;0;0
Bolsonaro;COMECEM;1;0;0
Bolsonaro;ESPECULACOES;3;0;0
Bolsonaro;MIDIATICAS;1;0;0
Bolsonaro;ABSURDAS;2;0;0
Bolsonaro;PALMAS;2;0;0
Bolsonaro;TOCANTINS;6;0;0
Bolsonaro;SERGIPE;5;0;0
Bolsonaro;INEGAVEL;1;0;0
Bolsonaro;CARATER;15;0;0
Bolsonaro;CRIMINOSO;13;0;0
Bolsonaro;ALIANCA;6;0;0
Bolsonaro;CUBANA;14;0;0
Bolsonaro;VENEZUELANA;6;0;0
Bolsonaro;MENSALAO;18;0;0
Bolsonaro;PETROLAO;8;0;0
Bolsonaro;TESOUREIROS;4;0;0
Bolsonaro;PRESOS;24;0;0
Bolsonaro;MARKETEIROS;6;0;0
Bolsonaro;PRESIDENTES;9;0;0
Bolsonaro;CANDIDATO;35;0;0
Bolsonaro;RECEBE;18;0;0
Bolsonaro;ORDENS;5;0;0
Bolsonaro;CORRUPTO;32;0;0
Bolsonaro;PRESO;28;0;0
Bolsonaro;COLOCA;10;0;0
Bolsonaro;FACCAO;7;0;0
Bolsonaro;CRIMINOSA;9;0;0
Bolsonaro;MENTIRAM;2;0;0
Bolsonaro;VC;33;0;0
Bolsonaro;JOVEM;14;0;0
Bolsonaro;ELEICAO;28;0;0
Bolsonaro;VENCE;2;0;0
Bolsonaro;LUTOU;4;0;0
Bolsonaro;CAMINHO;59;0;0
Bolsonaro;DISPUTA;10;0;0
Bolsonaro;PRESIDENCIAL;21;0;0
Bolsonaro;RESUMESE;1;0;0
Bolsonaro;TIRARAM;1;0;0
Bolsonaro;DIREITO;41;0;0
Bolsonaro;SABIAM;1;0;0
Bolsonaro;TURNO;17;0;0
Bolsonaro;ESTADAO;12;0;0
Bolsonaro;COMBINAM;1;0;0
Bolsonaro;MANCHETES;3;0;0
Bolsonaro;ATACAR;6;0;0
Bolsonaro;EXTERNA;8;0;0
Bolsonaro;REGENERACAO;1;0;0
Bolsonaro;VIVE;12;0;0
Bolsonaro;INDICACAO;16;0;0
Bolsonaro;EMBAIXADOR;14;0;0
Bolsonaro;ERNESTO;9;0;0
Bolsonaro;ARAUJO;7;0;0
Bolsonaro;DIPLOMATA;1;0;0
Bolsonaro;BRILHANTE;12;0;0
Bolsonaro;INTELECTUAL;4;0;0
Bolsonaro;CARGO;13;0;0
Bolsonaro;EXTERIORES;18;0;0
Bolsonaro;PUBLIQUEI;4;0;0
Bolsonaro;PARABENIZO;12;0;0
Bolsonaro;CAMINHONEIROS;13;0;0
Bolsonaro;JUSTA;6;0;0
Bolsonaro;MAZELAS;3;0;0
Bolsonaro;ATINGEM;3;0;0
Bolsonaro;CAUSADAS;3;0;0
Bolsonaro;ENRAIZADA;1;0;0
Bolsonaro;PECO;31;0;0
Bolsonaro;SABEDORIA;5;0;0
Bolsonaro;VOLTE;4;0;0
Bolsonaro;NORMALIDADE;4;0;0
Bolsonaro;PIORE;1;0;0
Bolsonaro;CAIA;1;0;0
Bolsonaro;CONTA;45;0;0
Bolsonaro;TOTAL;27;0;0
Bolsonaro;RESPONSABILIDADE;37;0;0
Bolsonaro;OBRAS;42;0;0
Bolsonaro;DESTRAVARAO;1;0;0
Bolsonaro;PRINCIPAL;13;0;0
Bolsonaro;GARGALO;2;0;0
Bolsonaro;TRAFEGO;4;0;0
Bolsonaro;RODOVIA;8;0;0
Bolsonaro;ATRAVESSA;3;0;0
Bolsonaro;AREA;27;0;0
Bolsonaro;URBANA;8;0;0
Bolsonaro;ICONHA;2;0;0
Bolsonaro;KM;7;0;0
Bolsonaro;EXTENSAO;3;0;0
Bolsonaro;INCUINDO;1;0;0
Bolsonaro;PONTES;11;0;0
Bolsonaro;VIADUTOS;3;0;0
Bolsonaro;BUSCA;28;0;0
Bolsonaro;JUDICIAL;8;0;0
Bolsonaro;ASSINANTES;1;0;0
Bolsonaro;CELULARES;3;0;0
Bolsonaro;ESTAVAM;8;0;0
Bolsonaro;CONECTADOS;1;0;0
Bolsonaro;BARRAGEM;2;0;0
Bolsonaro;ROMPIDA;1;0;0
Bolsonaro;VISA;10;0;0
Bolsonaro;URGENTEMENTE;4;0;0
Bolsonaro;LEVANTAR;3;0;0
Bolsonaro;NOMES;15;0;0
Bolsonaro;POSSIVEIS;14;0;0
Bolsonaro;DESAPARECIDOS;3;0;0
Bolsonaro;PROCEDE;2;0;0
Bolsonaro;NOTICIA;33;0;0
Bolsonaro;PREPARA;6;0;0
Bolsonaro;IMPOSTO;25;0;0
Bolsonaro;SINDICAL;7;0;0
Bolsonaro;EXISTE;24;0;0
Bolsonaro;PEC136;1;0;0
Bolsonaro;AUTORIA;4;0;0
Bolsonaro;OBJETVO;1;0;0
Bolsonaro;CONSTITUICAO;24;0;0
Bolsonaro;PRECONCEITO;22;0;0
Bolsonaro;ODIO;27;0;0
Bolsonaro;RESPEITO;61;0;0
Bolsonaro;DIFERENCAS;1;0;0
Bolsonaro;CONSTROI;5;0;0
Bolsonaro;DISSERAM;3;0;0
Bolsonaro;MOEDA;7;0;0
Bolsonaro;SENADO;31;0;0
Bolsonaro;REPRESENTA;17;0;0
Bolsonaro;IRONIA;10;0;0
Bolsonaro;NOVOBOLSONARO;1;0;0
Bolsonaro;MACHISTA;2;0;0
Bolsonaro;MENTIRA;34;0;0
Bolsonaro;CONTADA;2;0;0
Bolsonaro;FACILMENTE;5;0;0
Bolsonaro;DESMASCARADA;2;0;0
Bolsonaro;RANDOLFE;6;0;0
Bolsonaro;INTEGRA;19;0;0
Bolsonaro;DEFESA;88;0;0
Bolsonaro;CAIXA;17;0;0
Bolsonaro;RORAIMA;16;0;0
Bolsonaro;INDIOS;16;0;0
Bolsonaro;INTEGRANDO;4;0;0
Bolsonaro;SOCIEDADE;59;0;0
Bolsonaro;CEF;5;0;0
Bolsonaro;ENERGICO;1;0;0
Bolsonaro;PEGARAM;1;0;0
Bolsonaro;ARMAS;40;0;0
Bolsonaro;ACUSAVAM;1;0;0
Bolsonaro;MILITARES;48;0;0
Bolsonaro;VIOLENTOS;1;0;0
Bolsonaro;BUSCANDO;11;0;0
Bolsonaro;VOTOS;25;0;0
Bolsonaro;INDENIZACOES;3;0;0
Bolsonaro;MILIONARIAS;1;0;0
Bolsonaro;NOT;3;0;0
Bolsonaro;TODAY;2;0;0
Bolsonaro;BASTA;8;0;0
Bolsonaro;AUXILIORECLUSAO;4;0;0
Bolsonaro;ALTO;8;0;0
Bolsonaro;CUSTO;34;0;0
Bolsonaro;MANTER;14;0;0
Bolsonaro;MARGINAL;6;0;0
Bolsonaro;TERAO;22;0;0
Bolsonaro;VALETRANSPORTE;1;0;0
Bolsonaro;TRABALHOS;10;0;0
Bolsonaro;CONTINUAM;15;0;0
Bolsonaro;RS;14;0;0
Bolsonaro;AGILIZAR;5;0;0
Bolsonaro;ACORDOS;22;0;0
Bolsonaro;GAROTO;23;0;0
Bolsonaro;NARRATIVAS;6;0;0
Bolsonaro;HIPOCRISIA;3;0;0
Bolsonaro;DESARMAMENTISTA;5;0;0
Bolsonaro;ESTAREI;36;0;0
Bolsonaro;ENCONTRO;23;0;0
Bolsonaro;MERCOSUL;13;0;0
Bolsonaro;ASSISTIREI;2;0;0
Bolsonaro;FLAMENGO;5;0;0
Bolsonaro;AVAI;1;0;0
Bolsonaro;MARACANA;8;0;0
Bolsonaro;ESCOLAS;55;0;0
Bolsonaro;MILITARIZADAS;1;0;0
Bolsonaro;DISTANTE;1;0;0
Bolsonaro;LANCHONETE;1;0;0
Bolsonaro;TEXAS;3;0;0
Bolsonaro;DISCURSO;43;0;0
Bolsonaro;ARGUMENTOS;2;0;0
Bolsonaro;VOTAREM;1;0;0
Bolsonaro;BENEFICIARIOS;6;0;0
Bolsonaro;GREVE;5;0;0
Bolsonaro;FOME;6;0;0
Bolsonaro;DOMINGOS;4;0;0
Bolsonaro;DUTRA;3;0;0
Bolsonaro;ACONTECER;5;0;0
Bolsonaro;DEIXAREI;1;0;0
Bolsonaro;ASSISTIR;15;0;0
Bolsonaro;COPA;4;0;0
Bolsonaro;PETROBRAS;28;0;0
Bolsonaro;ANUNCIA;11;0;0
Bolsonaro;LITRO;2;0;0
Bolsonaro;GASOLINA;5;0;0
Bolsonaro;REFINARIAS;1;0;0
Bolsonaro;PASSANDO;4;0;0
Bolsonaro;EDUCATION;1;0;0
Bolsonaro;BRAZIL;17;0;0
Bolsonaro;TENTATIVA;28;0;0
Bolsonaro;DESVIRTUAR;1;0;0
Bolsonaro;PAPEL;22;0;0
Bolsonaro;INSTITUCIONAL;6;0;0
Bolsonaro;DESPROVIDA;1;0;0
Bolsonaro;PROFISSIONALISMO;1;0;0
Bolsonaro;USASSE;1;0;0
Bolsonaro;SERIA;37;0;0
Bolsonaro;PRIVILEGIAM;1;0;0
Bolsonaro;ENVOLVIMENTO;5;0;0
Bolsonaro;CRIME;68;0;0
Bolsonaro;TOA;1;0;0
Bolsonaro;VERDADEIRO;14;0;0
Bolsonaro;APRESENTAMOS;2;0;0
Bolsonaro;PROCURADOR;2;0;0
Bolsonaro;PRATICADO;4;0;0
Bolsonaro;REVISTA;26;0;0
Bolsonaro;EDITORA;1;0;0
Bolsonaro;LER;10;0;0
Bolsonaro;MATERIA;31;0;0
Bolsonaro;MAILSON;2;0;0
Bolsonaro;CRITICA;11;0;0
Bolsonaro;MOSTRA;30;0;0
Bolsonaro;DEU;11;0;0
Bolsonaro;CERTO;50;0;0
Bolsonaro;SR;19;0;0
Bolsonaro;ESCLARECEDORA;3;0;0
Bolsonaro;COMENTE;10;0;0
Bolsonaro;IDEIA;16;0;0
Bolsonaro;GUSTAVO;10;0;0
Bolsonaro;CANUTO;11;0;0
Bolsonaro;UTILIZAR;5;0;0
Bolsonaro;PLACAS;4;0;0
Bolsonaro;SOLARES;3;0;0
Bolsonaro;BOMBEAR;2;0;0
Bolsonaro;AGUA;20;0;0
Bolsonaro;RESERVATORIOS;2;0;0
Bolsonaro;FRANCISCO;11;0;0
Bolsonaro;PODENDO;4;0;0
Bolsonaro;OPERACAO;26;0;0
Bolsonaro;CEARA;31;0;0
Bolsonaro;PARAIBA;21;0;0
Bolsonaro;INFELIZMENTE;32;0;0
Bolsonaro;CHEGARA;4;0;0
Bolsonaro;INAUGURA;4;0;0
Bolsonaro;JERUSALEM;5;0;0
Bolsonaro;ESCRITORIO;3;0;0
Bolsonaro;APEX;2;0;0
Bolsonaro;PRESENCA;12;0;0
Bolsonaro;BENJAMIN;5;0;0
Bolsonaro;CONTINUA;24;0;0
Bolsonaro;MENTINDO;8;0;0
Bolsonaro;TRUMP;23;0;0
Bolsonaro;EXEMPLOS;9;0;0
Bolsonaro;CHEFES;11;0;0
Bolsonaro;PATRIA;25;0;0
Bolsonaro;EDUCADORA;3;0;0
Bolsonaro;BREVEMENTE;13;0;0
Bolsonaro;ATINGIREMOS;1;0;0
Bolsonaro;IGUALDADE;3;0;0
Bolsonaro;PROPALADA;1;0;0
Bolsonaro;IGUAIS;10;0;0
Bolsonaro;MISERIA;11;0;0
Bolsonaro;IGNORANCIA;3;0;0
Bolsonaro;ROUSSEFF;12;0;0
Bolsonaro;POCILGA;2;0;0
Bolsonaro;PREVE;11;0;0
Bolsonaro;LICENCAS;1;0;0
Bolsonaro;RESTRICAO;1;0;0
Bolsonaro;HORARIO;11;0;0
Bolsonaro;DIGITALIZACAO;2;0;0
Bolsonaro;DOCUMENTOS;5;0;0
Bolsonaro;TRIBUTARIOS;1;0;0
Bolsonaro;GARANTIA;12;0;0
Bolsonaro;DEFINICAO;2;0;0
Bolsonaro;PRECOS;12;0;0
Bolsonaro;SERIE;20;0;0
Bolsonaro;JOAO;32;0;0
Bolsonaro;ANTAGONISTA;1;0;0
Bolsonaro;AUMENTA;9;0;0
Bolsonaro;CARTOESA;1;0;0
Bolsonaro;CARTOES;2;0;0
Bolsonaro;INCLUEM;2;0;0
Bolsonaro;DESPESAS;5;0;0
Bolsonaro;VICE;8;0;0
Bolsonaro;OBVIAMENTE;2;0;0
Bolsonaro;MAIORESMENTIRA;1;0;0
Bolsonaro;OBS;8;0;0
Bolsonaro;TWEET;1;0;0
Bolsonaro;PIADA;11;0;0
Bolsonaro;ARGENTINA;23;0;0
Bolsonaro;PRINCIPIO;6;0;0
Bolsonaro;RUMOS;16;0;0
Bolsonaro;MUDARAO;1;0;0
Bolsonaro;OPOSICAO;20;0;0
Bolsonaro;MUDAREMOS;6;0;0
Bolsonaro;ACABOU;9;0;0
Bolsonaro;DISPUTARA;1;0;0
Bolsonaro;COMISSAO;40;0;0
Bolsonaro;CELSO;9;0;0
Bolsonaro;FELIPE;8;0;0
Bolsonaro;VAREJO;5;0;0
Bolsonaro;CRESCIMENTO;62;0;0
Bolsonaro;VENDAS;9;0;0
Bolsonaro;NATAL;17;0;0
Bolsonaro;CONFEDERACAO;7;0;0
Bolsonaro;BENS;22;0;0
Bolsonaro;TURISMO;44;0;0
Bolsonaro;CNC;4;0;0
Bolsonaro;ESTIMATIVA;6;0;0
Bolsonaro;ARRECADAR;4;0;0
Bolsonaro;PASSADO;45;0;0
Bolsonaro;LIBRAS;5;0;0
Bolsonaro;AGRADECIMENTO;3;0;0
Bolsonaro;SRA;6;0;0
Bolsonaro;KARINA;1;0;0
Bolsonaro;BUENO;1;0;0
Bolsonaro;INTERPRETE;1;0;0
Bolsonaro;SURDO;3;0;0
Bolsonaro;CRESCENDO;17;0;0
Bolsonaro;PRECONCEITUOSOS;1;0;0
Bolsonaro;PARANA;23;0;0
Bolsonaro;PESQUISAS;32;0;0
